Title,Short Name,HSN Code,Barcode,Tax,MRP,Sale Price,Opening Stock,Purchase Price,Weight,Item Category,Company,Sub Category,Item Company Category,Minimum Quantity,Maximum Quantity,Reorder Quantity
BASKIN ROBBINS ICE CREAM GOLD MEDAL RIBBON 500ML,BR.GOLD MEDAL RIBBON,0,8906006850156,GST @12%,269.00,269.00,0.000,186.50,0.000,FROZEN FOODS;ICE-CREAM,BASKIN ROBBINS,ICE CREAM,,,,
KURKURE MOONG DAL SALTED 150GM,KURKURE MOONG DAL SA,21069099,8901491207461,GST @12%,35.00,35.00,0.000,25.79,0.000,SNACKS;CHIPS,KURKURE,SNACKS,,,,
KURKURE CHATPATA MIX 190GM,KURKURE CHATPATA MIX,21069099,8901491207522,GST @12%,35.00,35.00,2.000,25.79,0.000,SNACKS;CHIPS,KURKURE,SNACKS,,,,
KURKURE ALOO BHUJIA 175GM,KURKURE ALOO BHUJIA,21069099,8901491208079,GST @12%,35.00,35.00,0.000,26.09,0.000,SNACKS;CHIPS,KURKURE,SNACKS,,,,
LUBE HYDRAVIC OIL 20LTR,LUBE HYDRAVIC OIL 20,0,13932,GST @18%,3460.00,3460.00,0.000,3200.00,0.000,,LUBRICANT,,,,,
LUBE SUPER KOOLANT 3LTR,LUBE SUPER KOOLANT 3,2710,13933,GST @28%,800.00,800.00,12.000,553.05,0.000,CAR ACCESSORIES,LUBRICANT,,,,,
ACT II NACHOZ JALAPENO FLAVOR 60GM,ACT II NACHOZ JALAPE,190590,8901512890504,GST @12%,30.00,30.00,2.000,23.41,0.000,SNACKS;CHIPS,ACT,SNACKS,,,,
ACT II NACHOZ JALAPENO FLAVOR 150GM,ACT II NACHOZ JALAPE,19059090,8901512890702,GST @12%,55.00,55.00,0.000,42.70,0.000,SNACKS;CHIPS,ACT,SNACKS,,,,
ACT II NACHOZ SALTED 60GM,ACT II NACHOZ SALTED,190590,8901512890405,GST @12%,30.00,30.00,2.000,23.41,0.000,SNACKS;CHIPS,ACT,SNACKS,,,,
ORGANIC NATION ORANGE MARMALADE HIGH FRUIT MARMALADE 450GM,OR.N.ORANGE MARMALAD,20071000,A8906047700175A,GST @12%,170.00,170.00,1.000,113.84,0.000,ORGANIC FOODS,ORGANIC NATION,ORGANIC PICKLES,,,,
ORGANIC NATION PINEAPPLE PRESERVE SPREAD 450GM,ORG.N.PINEAPPLE SPRE,8119010,A8906047700120A,GST @12%,160.00,160.00,0.000,107.14,0.000,ORGANIC FOODS,ORGANIC NATION,ORGANIC SPREADS,,,,
CREMICA CHIPOTLE SANDWICH MAYO 375GM,CREMICA CHIPOTLE SAN,0,8904234101019,GST @12%,125.00,125.00,0.000,94.97,0.000,SAUCES;JAMS;PICKLES,CREMICA,,,,,
M-SEAL SUPER EPOXY PUTTY 10GM,M-SEAL SUPER EPOXY P,0,8901860020813,GST @12%,5.00,5.00,0.000,3.75,0.000,HOUSEHOLD;KITCHEN;BATHROOM,MSEAL,HOUSEHOLD ACCESSORIES,,,,
M-SEAL PHATAPHAT 25GM,M-SEAL PHATAPHAT 25G,0,8901860020516,GST @12%,10.00,10.00,0.000,7.56,0.000,HOUSEHOLD;KITCHEN;BATHROOM,MSEAL,HOUSEHOLD ACCESSORIES,,,,
LOREAL CASTING CREAM GLOSS 300 DARKEST BROWN 24ML,LOR.CAS.DARKEST BROW,33059040,8901526105793,GST @18%,199.00,199.00,0.000,150.58,0.000,PERSONAL CARE,LOREAL,HAIR CARE,,,,
PONDS WHITE BEAUTY SPF15PA FAIRNESS CREAM 50GM,PON.WHITE BEAUTY CRE,33049910,8901030556340,GST @18%,210.00,210.00,1.000,156.11,0.000,PERSONAL CARE,PONDS,SKIN CARE,,,,
HIMALAYA LIP CARE LITCHI SHINE 4.5GM,HIMALAYA LIP CARE LI,0,8901138834982,GST @12%,125.00,125.00,0.000,99.75,0.000,PERSONAL CARE,HIMALAYA,,,,,
BOOK MARK RS.30,BOOK MARK RS.30,0,13945,GST @5%,29.00,29.00,0.000,16.00,0.000,,,,,,,
BOOK MARK RS.40,BOOK MARK RS.40,0,13946,GST @0%,40.00,40.00,0.000,20.00,0.000,,,,,,,
GODREJ NO.1 SOAP NATURE SOFT GLYCERIN & HONEY 3X125GM,GOD.N.SOFT.GLY&HONEY,3401,8901023014659,GST @18%,110.00,110.00,0.000,84.75,0.000,PERSONAL CARE,GODREJ,SKIN CARE,,,,
GOURMETS DELITE WAFERS STRAWBERRY 150GM,GUR.DEL.STRAW.WAFER,0,8904061400118,Tax 5%,65.00,65.00,0.000,50.00,0.000,BISCUITS,GOURMETS DELITE,WAFERS,,,,
GOURMETS DELITE WAFERS CAPPUCCINO 150GM,GOU.DEL.CAPPU.WAFERS,0,8904061400026,Tax 5%,65.00,65.00,0.000,50.00,0.000,BISCUITS,GOURMETS DELITE,WAFERS,,,,
GOURMETS DELITE WAFERS VANILLA 150GM,GOU.DEL.VANILLA WAFE,0,8904061400125,Tax 5%,65.00,65.00,0.000,50.00,0.000,BISCUITS,GOURMETS DELITE,WAFERS,,,,
GOURMETS DELITE WAFERS MILK CARAMEL 150GM,GOU.DEL.MILK CARAMEL,0,8904061400088,Tax 5%,65.00,65.00,0.000,55.00,0.000,BISCUITS,GOURMETS DELITE,WAFERS,,,,
GOURMETS DELITE WAFERS ORANGE 150GM,GOU.DEL.ORANGE WAFER,0,8904061400095,Tax 5%,65.00,65.00,0.000,50.00,0.000,BISCUITS,GOURMETS DELITE,WAFERS,,,,
GOURMETS DELITE WAFERS CHOCOLATE 150GM,GOU.DEL.CHOCOLATE WA,0,8904061400040,Tax 5%,65.00,65.00,0.000,50.00,0.000,BISCUITS,GOURMETS DELITE,WAFERS,,,,
PAMPERS BABY DRY LARGE 9DIAPERS,PAMPERS BABY DRY LAR,96190030,4902430725637,GST @12%,139.00,139.00,0.000,107.44,0.000,PERSONAL CARE,PAMPERS,BABY CARE,,,,
PREMIER NAPKIN FUNSERV 50PULLS 2PLY,PREMIER NAPKIN FUNSE,48182000,8906010751111,GST @18%,55.00,50.00,0.000,27.96,0.000,HOUSEHOLD;KITCHEN;BATHROOM,PREMIER,HOUSEHOLD ACCESSORIES,,,,
TROPICANA JUICE MOSAMBI 1LTR,TROPICANA JUICE MOSA,22029020,8902080013012,GST @12%,110.00,110.00,0.000,77.53,0.000,DRINKS AND BEVERAGES,TROPICANA,FRUIT DRINKS AND JUICES,,,,
MONGINIS SWISS ROLL CHOCOLATE + STRAWBERRY TWIN PACK 200GM,MON.SWISS ROLLS TWIN,0,8901905021386,GST @12%,50.00,50.00,0.000,38.65,0.000,BAKING AND DESSERT,MONGINIS,READY MADE CAKES,,,,
MONGINIS BAR CAKES FRUITS +CHOCOLATE TWIN PACK 200GM,MON.BAR CAKE TWIN PA,0,8901905021393,GST @12%,50.00,50.00,0.000,38.65,0.000,BAKING AND DESSERT,MONGINIS,READY MADE CAKES,,,,
NAVNEET POSTER COLOURS 6 SHADES,NAVNEET POSTER COLOU,9609,8902442213944,GST @12%,70.00,70.00,1.000,43.75,0.000,STATIONERY,NAVNEET,,,,,
NAVNEET REGISTER 504 PAGES,NAVNEET REGISTER 504,4820,8902442225299,GST @12%,250.00,250.00,3.000,156.25,0.000,STATIONERY,NAVNEET,,,,,
NAVNEET EXAM BOARD REGULAR,NAVNEET EXAM BOARD R,0,8902442211186,Tax 5%,70.00,70.00,0.000,49.00,0.000,STATIONERY,NAVNEET,,,,,
SENOR PEPITO TORTILLA CHIPS HERBY SALSA 65GM,SENOR PEPITO TORTILL,0,8901565002695,Tax 5%,30.00,30.00,-4.000,25.30,0.000,SNACKS;CHIPS,,SNACKS,,,,
NIVEA SOAP CREME SOFT 5X125GM,NIVEA SOAP CREME SOF,0,4005900324948,GST @12%,260.00,260.00,0.000,210.10,0.000,PERSONAL CARE,NIVEA,SKIN CARE,,,,
NIVEA LIP CARE FRUITY STRAWBERRY 10GM,NIVEA L/C FRUIT STRW,0,4005900224712,GST @12%,45.00,45.00,0.000,34.78,0.000,PERSONAL CARE,NIVEA,SKIN CARE,,,,
NIVEA LIP CARE ESSENTIAL SHEA BUTTER 10GM,NIV.L/C SHEA BUTTER,0,4005900195944,GST @12%,45.00,45.00,0.000,34.78,0.000,PERSONAL CARE,NIVEA,SKIN CARE,,,,
PUREZ WHITE BUTTER 200GM,PUREZ WHITE BUTTER ,0,3698152916507,GST @0%,180.00,180.00,0.000,144.00,0.000,BREAD AND DAIRY,PUREZ,DAIRY PRODUCTS,,,,
PUREZ DOUBLE CREAM 200ML,PUREZ DOUBLE CREAM ,0,2552518212331,GST @0%,80.00,80.00,0.000,64.00,0.000,BREAD AND DAIRY,PUREZ,DAIRY PRODUCTS,,,,
PUREZ FRESH CREAM 200ML,PUREZ FRESH CREAM ,0,3158796541492,GST @0%,45.00,45.00,0.000,36.00,0.000,BREAD AND DAIRY,PUREZ,DAIRY PRODUCTS,,,,
PUREZ WHIPPING CREAM 200ML,PUREZ WHIPPING CREAM,0,1925187896569,GST @0%,100.00,100.00,0.000,80.00,0.000,BREAD AND DAIRY,PUREZ,DAIRY PRODUCTS,,,,
PARLE SIMPLY GOOD DIGESTIVE MARIE 250GM,PARLE SIMPLY GOOD DI,19059020,8901719102639,GST @18%,30.00,30.00,0.000,22.70,0.000,BISCUITS,PARLE,DIGESTIVE BISCUITS,,,,
PARLE COCONUT CRUNCHY BISCUITS 300GM,PARLE COCONUT CRUNCH,0,8901719104619,GST @12%,30.00,30.00,0.000,23.81,0.000,BISCUITS,PARLE,,,,,
SUNFEAST DELISHUS CHOCOLATE CHIP 100GM,SUNFEAST DELISHUS CH,0,8901725136062,GST @12%,50.00,50.00,0.000,39.91,0.000,BISCUITS,SUNFEAST,,,,,
COLGATE TOOTH PASTE STRONG TEETH CAVITY PROTECTION 50GM,COL.T/P STRONG TEETH,0,8901314010780,GST @12%,18.00,18.00,0.000,14.54,0.000,PERSONAL CARE,COLGATE,ORAL CARE,,,,
COLGATE TOOTH BRUSH ZIG ZAG PLUS MEDIUM 1NOS,COL.T/B ZIGZAG MEDIU,0,8901314218674,GST @12%,25.00,25.00,0.000,16.46,0.000,PERSONAL CARE,COLGATE,ORAL CARE,,,,
COLGATE TOOTH BRUSH SUPER SHINE SOFT 1NOS,COL.T/B SHINE SOFT,0,8901314118943,GST @12%,20.00,20.00,0.000,13.16,0.000,PERSONAL CARE,COLGATE,ORAL CARE,,,,
TOPS PLAIN NOODLES 400GM,TOPS PLAIN NOODLES 4,1902,846597001552,GST @12%,41.00,41.00,1.000,30.98,0.000,NOODLES;PASTA;VERMICELLI,TOPS,INSTANT NOODLES,,,,
CREMICA HEALTHY OATMEAL COOKIES 75GM,CREMICA HEALTHY OATM,0,8906001388517,GST @12%,20.00,20.00,0.000,15.82,0.000,BISCUITS,CREMICA,COOKIES,,,,
BISLERI WATER 500ML,BISLERI WATER 500ML,220110,8906017290033,GST @18%,10.00,10.00,0.000,6.78,0.000,DRINKS AND BEVERAGES,BISLERI,SOFT DRINKS,,,,
BISLERI WATER 1LTR,BISLERI WATER 1LTR,22011010,8906017290040,GST @18%,20.00,20.00,0.000,9.53,0.000,DRINKS AND BEVERAGES,BISLERI,SOFT DRINKS,,,,
TILSONA TIL OIL 1LTR,TILSONA TIL OIL 1LTR,1515,8902089020066,GST @5%,260.00,260.00,1.000,225.11,0.000,GROCERY;DALS,TILSONA,EDIBLE OIL AND GHEE,,,,
GARNIER FRUCTIS SHAMPOO GOODBYE DAMAGE MRP OFF 340ML,GAR.FRU.SHAMPOO,0,8901526208456,GST @12%,200.00,200.00,0.000,158.73,0.000,PERSONAL CARE,GARNIER,HAIR CARE,,,,
ORGANIC NATION OREGANO 30GM,ORG.NATION OREGANO,7129050,A8906047702025A,GST @5%,80.00,80.00,1.000,57.14,0.000,GROCERY;DALS,ORGANIC NATION,MASALAS;SPICES;SEASONINGS,,,,
DABUR RATNAPRASH STRENGTH STAMINA & VIGOUR 900ML,DABUR RATNAPRASH STR,0,8901207013973,Tax 5%,580.00,580.00,0.000,459.48,0.000,HEALTH,DABUR,,,,,
DABUR RATNAPRASH STRENGTH STAMINA & VIGOUR 450ML,DABUR RATNAPRASH STR,0,8901207013966,Tax 5%,300.00,300.00,0.000,250.63,0.000,HEALTH,DABUR,,,,,
DABUR GULABARI LOTION ROSE GLOW 100ML,DABUR GULABARI LOTIO,0,8901207015274,GST @12%,65.00,65.00,0.000,52.53,0.000,PERSONAL CARE,DABUR,SKIN CARE,,,,
DABUR GULABARI LOTION ROSE GLOW 200ML,DABUR GULABARI LOTIO,0,8901207017568,GST @12%,130.00,130.00,0.000,105.05,0.000,PERSONAL CARE,DABUR,SKIN CARE,,,,
DABUR GULABARI LOTION ROSE GLOW 350ML,DABUR GULABARI LOTIO,0,8901207020780,GST @12%,185.00,185.00,0.000,149.50,0.000,PERSONAL CARE,DABUR,SKIN CARE,,,,
PARK AVENUE SOAP COOL BLUE 4X125GM,PARK AVENUE SOAP COO,0,8901277014566,GST @18%,135.00,135.00,0.000,103.07,0.000,PERSONAL CARE,PARK AVENUE,SKIN CARE,,,,
PARK AVENUE SOAP LUXURY BUY 3 GET 1 FREE 3X125GM,PAR.AV.LUXURY SOAP,0,13989,GST @12%,120.00,120.00,0.000,97.00,0.000,PERSONAL CARE,PARK AVENUE,SKIN CARE,,,,
PARK AVENUE DEO AFTER 8 EAU DE PARFUM 50ML,PARK AVENUE DEO AFTE,0,8901277005281,GST @12%,199.00,199.00,0.000,78.97,0.000,PERSONAL CARE,PARK AVENUE,DEOS AND PERFUMES,,,,
PARK AVENUE DEO ORIGINAL EAU DE PARFUM 50ML,PARK AVENUE DEO ORIG,0,8901277005274,GST @12%,199.00,199.00,0.000,78.97,0.000,PERSONAL CARE,PARK AVENUE,DEOS AND PERFUMES,,,,
BORO PLUS TOTAL RESULTS MOISTURE LOTION GRAPE & OLIVE  OIL 100ML,BORO.P.TOTAL MOIS.GR,30049011,8901248126298,GST @12%,70.00,70.00,1.000,50.99,0.000,PERSONAL CARE,BORO PLUS,SKIN CARE,,,,
BORO PLUS COCOA SOFT MOISTURISING LOTION 100ML,BORO PLUS COCOA SOFT,30049011,8901248126205,GST @12%,100.00,100.00,1.000,75.19,0.000,PERSONAL CARE,BORO PLUS,SKIN CARE,,,,
CREMICA MAGICREAM CHOCOLATE FLAVOURED SANDWICH BISCUIT 90GM,CRE.MAGIC.CHOCOLATE ,3100,8906001380245,GST @18%,10.00,10.00,0.000,7.45,0.000,BISCUITS,CREMICA,CREAM BISCUITS,,,,
CREMICA MAGICREAM ELACHI BISCUIT 100GM,CRE.MAGIC.ELACHI CRE,3100,8906001385806,GST @18%,10.00,10.00,0.000,7.45,0.000,BISCUITS,CREMICA,CREAM BISCUITS,,,,
AASHIRVAAD READY MEALS PAV BHAJI 285GM,AASH.PAV BHAJI,0,8901725115814,GST @12%,75.00,75.00,0.000,57.97,0.000,READY TO EAT,AASHIRVAAD,RICE AND RICE PRODUCTS,,,,
AASHIRVAAD READY MEALS PALAK PANEER 285GM,AASH.PALAK PANEER,0,8901725115418,GST @12%,85.00,85.00,0.000,65.70,0.000,READY TO EAT,AASHIRVAAD,,,,,
AASHIRVAAD READY MEALS RAJMA MASALA 285GM,AASH.RAJMA MASALA,0,8901725115319,GST @12%,75.00,75.00,0.000,57.97,0.000,READY TO EAT,AASHIRVAAD,,,,,
WILD STONE TALCUM FOREST SPICE  DEO 300GM,WILD.FOREST SPICE TA,0,8904006305393,GST @12%,125.00,125.00,0.000,88.89,0.000,PERSONAL CARE,WILD STONE,SKIN CARE,,,,
DENVER SOAP BLACK.CODE 75GM,DENVER SOAP BLACK.CO,0,8901450001925,GST @12%,25.00,25.00,0.000,20.00,0.000,PERSONAL CARE,DENVER,SKIN CARE,,,,
CANDYMAN CHOCO DOUBLE ECLAIRS RS.1,CAND.CHOCO ECLAIRS,0,8901725149024,GST @12%,1.00,1.00,0.000,0.79,0.000,CHOCOLATES;SWEETS AND CANDIES,,CHOCOLATES,,,,
BINGO TEDHE MEDHE MASALA TADKA 135GM,BINGO TEDHE MEDHE MA,2106,8901725196257,GST @12%,20.00,20.00,0.000,16.32,0.000,SNACKS;CHIPS,BINGO,CHIPS,,,,
BINGO MAD ANGLES ACHAARI MASTI 140GM,BINGO ACHAARI MASTI,2106,8901725198558,GST @12%,30.00,30.00,0.000,24.49,0.000,SNACKS;CHIPS,BINGO,CHIPS,,,,
BINGO YUMITOS INTERNATIONAL CREAM AND ONION 89GM,BINGO INT.CREAM & ON,0,8901725194550,GST @12%,30.00,30.00,0.000,24.40,0.000,SNACKS;CHIPS,BINGO,CHIPS,,,,
TROPICANA JUICE MOSAMBI 200ML,TROPICANA JUICE MOSA,22029020,8902080011018,GST @12%,20.00,20.00,0.000,12.53,0.000,GROCERY;DALS,TROPICANA,FRUIT DRINKS AND JUICES,,,,
ZANDU CHYAVANPRASH 450GM,ZANDU CHYAVANPRASH 4,30049011,8901248703055,GST @5%,159.00,159.00,0.000,132.83,0.000,HEALTH,ZANDU ,,,,,
ZANDU CHYAVANPRASH 900GM,ZANDU CHYAVANPRASH 9,30049011,8901248703062,GST @5%,285.00,285.00,1.000,238.10,0.000,HEALTH,ZANDU ,,,,,
NIVEA SCRUB SKIN REFINING 150ML,NIVEA SCRUB SKIN REF,34013090,4005900195739,GST @18%,190.00,190.00,0.000,131.09,0.000,PERSONAL CARE,NIVEA,SKIN CARE,,,,
NIVEA MEN DARK SPOT REDUCTION CREME 75ML,NIVEA MEN DARK SPOT ,33049990,4005900133342,GST @18%,180.00,180.00,1.000,124.19,0.000,PERSONAL CARE,NIVEA,SKIN CARE,,,,
SWADESHI DALIA 300GM,SWADESHI DALIA 300GM,1103,14011,GST @0%,26.00,26.00,9.000,18.00,0.000,GROCERY;DALS,SWADESHI,ATTA;MAIDA;SUJI,,,,
SWADESHI HANDMADE SEWIAN 300GM,SWA.HANDMADE SEWIAN,0,14012,Tax 5%,45.00,45.00,0.000,38.00,0.000,GROCERY;DALS,SWADESHI,PASTA;SPAGHETTI;VERMICELLI,,,,
KURKURE KARARE PEANUTS 155GM,KURKURE KARARE PEANU,21069099,8901491207485,GST @12%,35.00,35.00,0.000,25.79,0.000,SNACKS;CHIPS,KURKURE,SNACKS,,,,
PARLE GOLD STAR BUTTER COOKIES 150GM,PARLE GOLD STAR BUTT,0,8901719100017,GST @12%,20.00,20.00,0.000,15.87,0.000,BISCUITS,PARLE,CREAM BISCUITS,,,,
GARNIER HAIR CREAM BLACK NATURALS BURGUNDY  NATURAL 3.16 45ML,GAR.NAT.BURGUNDY,0,8901526212149,GST @12%,160.00,160.00,0.000,126.98,0.000,PERSONAL CARE,GARDEN,HAIR CARE,,,,
BHUIRA GINGER & APPLE JELLY 470GM,BHUIRA GINGER & APPL,20071000,BJ1258003,Tax 5%,250.00,250.00,0.000,207.03,0.000,SAUCES;JAMS;PICKLES,BHUIRA JAMS,OTHER JAMS,,,,
PEDIASURE VANILLA DELIGHT BOX 200GM,PEDIASURE VANILLA DE,19019090,8904145911134,GST @18%,285.00,285.00,0.000,214.29,0.000,DRINKS AND BEVERAGES,PEDIASURE,ENERGY AND HEALTH DRINKS,,,,
PEDIASURE VANILLA DELIGHT BOX 400GM,PEDIASURE VANILLA DE,21069099,8904145911141,GST @18%,500.00,500.00,0.000,377.12,0.000,DRINKS AND BEVERAGES,PEDIASURE,ENERGY AND HEALTH DRINKS,,,,
PEDIASURE VANILLA DELIGHT BOX 750GM,PEDIASURE VANILLA DE,21069099,8904145911158,GST @18%,910.00,910.00,1.000,686.36,0.000,DRINKS AND BEVERAGES,PEDIASURE,ENERGY AND HEALTH DRINKS,,,,
PEDIASURE PREMIUM CHOCOLATE FLAVOUR BOX 750GM,PEDIASURE PREMIUM CH,21069099,8904145911202,GST @18%,925.00,925.00,0.000,697.67,0.000,DRINKS AND BEVERAGES,PEDIASURE,ENERGY AND HEALTH DRINKS,,,,
PEDIASURE PREMIUM CHOCOLATE BOX 200GM,PEDIASURE PREMIUM CH,21069099,8904145911189,GST @18%,290.00,290.00,0.000,218.73,0.000,DRINKS AND BEVERAGES,PEDIASURE,ENERGY AND HEALTH DRINKS,,,,
FAIR AND HANDSOME COMPLETE WINTER SOLUTION MOISTURE BOOSTERS 60GM,FAIR&HAN.WINTER SOLU,33049910,8901248253239,GST @18%,135.00,135.00,3.000,99.87,0.000,PERSONAL CARE,FAIR & HANDSOME,SKIN CARE,,,,
FAIR AND HANDSOME COMPLETE WINTER SOLUTION MOISTURE BOOSTERS 30GM,FAIR&HAND.COM.WINTER,33049910,8901248253222,GST @18%,75.00,75.00,2.000,56.04,0.000,PERSONAL CARE,FAIR & HANDSOME,SKIN CARE,,,,
FAIR AND HANDSOME COMPLETE WINTER SOLUTION MOISTURE BOOSTERS 15GM,FAIR&HAND.COM.WINTER,33049910,8901248253215,GST @18%,30.00,30.00,0.000,20.48,0.000,PERSONAL CARE,FAIR & HANDSOME,SKIN CARE,,,,
EMAMI 7 IN 1 HAIR OIL 200ML,EMAMI 7 IN 1 HAIR OI,33059011,8901248257374,GST @18%,115.00,115.00,1.000,78.41,0.000,PERSONAL CARE,EMAMI,HAIR CARE,,,,
PAPER BOAT ANAR 200ML,PAPER BOAT ANAR 200M,22029030,8908001705592,GST @12%,25.00,25.00,0.000,19.59,0.000,DRINKS AND BEVERAGES,PAPER BOAT,FRUIT DRINKS AND JUICES,,,,
GILLETTE MACH3 TURBO RAZORMORE COMFORT,GILL.MACH3 TURBO,8212,4902430658294,GST @18%,220.00,220.00,3.000,156.45,0.000,PERSONAL CARE,GILLETTE,SHAVING NEEDS,,,,
NAVNEET SOFT BOUND 388 PAGES,NAVNEET SOFT BOUND 3,4820,8902442216129,GST @12%,145.00,145.00,0.000,90.62,0.000,STATIONERY,NAVNEET,,,,,
GUM 150GM,GUM 150GM,0,14029,Tax 5%,15.00,15.00,-15.000,10.00,0.000,STATIONERY,CAMLIN,,,,,
GUM 300GM,GUM 300GM,0,14030,Tax 5%,32.00,32.00,0.000,24.00,0.000,STATIONERY,CAMLIN,,,,,
ODDY CORRECTION PEN,ODDY CORRECTION PEN,0,8906044235199,Tax 5%,25.00,25.00,0.000,16.00,0.000,STATIONERY,NAVNEET,,,,,
HANDS ON SANITIZER LIME 50ML,HANDS ON SANITIZER L,30089400,8906006642454,GST @28%,59.00,59.00,8.000,35.37,0.000,PERSONAL CARE,,SKIN CARE,,,,
AMUL BUTTER UNSALTED 500GM,AMUL BUTTER UNSALTED,4051000,8901262010030,GST @12%,225.00,225.00,2.000,184.04,0.000,DRINKS AND BEVERAGES,AMUL,BREAD AND BAKERY,,,,
GODREJ NO.1 SOAP NATURE SOFT GLYCERIN & HONEY 3X75GM,GOD.NATURAL SOFT SOA,3401,14034,GST @18%,68.00,68.00,0.000,52.39,0.000,PERSONAL CARE,GODREJ,SKIN CARE,,,,
GODREJ HAND SANITIZER PROTEKT 30ML,GODREJ HAND SANITIZE,0,8901023011665,GST @12%,50.00,50.00,1.000,40.40,0.000,PERSONAL CARE,GODREJ,SKIN CARE,,,,
FOGG DEO PARFUM I AM QUEEM 90ML,FOGG DEO PARFUM I AM,3307,8904238300050,GST @28%,499.00,499.00,0.000,385.70,0.000,PERSONAL CARE,FOGG,DEOS AND PERFUMES,,,,
FOGG DEO PARFUM INTENSIO 90ML,FOGG DEO PA.INTENSIO,3303,8904238300029,GST @18%,499.00,470.00,0.000,313.56,0.000,PERSONAL CARE,FOGG,DEOS AND PERFUMES,,,,
FOGG DEO PARFUM XTREMO 90ML,FOGG DEO PAR.XTREMO,3303,8904238300036,GST @18%,499.00,470.00,0.000,313.56,0.000,PERSONAL CARE,FOGG,DEOS AND PERFUMES,,,,
FOGG DEO PARFUM XPRESSIO 90ML,FOOG DEO PA.XPRESS,3303,8904238300012,GST @18%,499.00,470.00,0.000,313.56,0.000,PERSONAL CARE,FOGG,DEOS AND PERFUMES,,,,
FOGG DEO PARFUM MAKE MY DAY WOMEN 90ML,FOOG DEO.MAKE MY DAY,0,8904238300043,GST @12%,499.00,499.00,0.000,385.70,0.000,PERSONAL CARE,FOGG,DEOS AND PERFUMES,,,,
FOGG DEO PARFUM IMPRESSIO 90ML,FOGG DEO.IMPRESSIO,3303,8904238300005,GST @18%,499.00,470.00,0.000,313.56,0.000,PERSONAL CARE,FOGG,DEOS AND PERFUMES,,,,
FOGG DEO PARFUM BEAUTIFUL SECRET WOMEN 90ML,FOGG DEO.BEAUTIFUL S,0,8904238300067,GST @12%,499.00,499.00,1.000,385.70,0.000,PERSONAL CARE,FOGG,DEOS AND PERFUMES,,,,
KAMA SUTRA DEO RUSH 150ML,KAMA SUTRA DEO RUSH,0,8901216812062,GST @12%,200.00,200.00,0.000,155.00,0.000,PERSONAL CARE,KAMASUTRA,DEOS AND PERFUMES,,,,
KAMA SUTRA DEO WOO 150ML,KAMA SUTRA DEO WOO,0,8901216812055,GST @12%,200.00,200.00,0.000,155.00,0.000,PERSONAL CARE,KAMASUTRA,DEOS AND PERFUMES,,,,
WHEEL ACTIVE POWDER 500GM,WHEEL ACTIVE POWDER,34022010,8901030574405,GST @28%,26.00,26.00,0.000,20.71,0.000,HOUSEHOLD;KITCHEN;BATHROOM,WHEEL,WASHING  DETERGENTS,,,,
TATA TEA FUSION GREEN TEA 250GM,TATA TEA FUSION GREE,0,8901052031740,Tax 5%,125.00,125.00,0.000,107.14,0.000,DRINKS AND BEVERAGES,TATA,TEA AND COFFEE,,,,
TATA TEA FUSION KENYAN TEA 250GM,TATA TEA FUSION KENY,0,8901052031672,Tax 5%,125.00,125.00,0.000,107.14,0.000,DRINKS AND BEVERAGES,TATA,TEA AND COFFEE,,,,
PARLE MILANO DELICIOUSLY RICH CHOCOLATE CHIP COOKIES 75GM,MILANO DELICIOUSLY R,19059020,8901719104701,GST @18%,30.00,30.00,-1.000,22.70,0.000,BISCUITS,PARLE,COOKIES,,,,
LIA CITRIC TANGO AGARBATHIES 130GM,LIA CITRIC AGARBATHI,0,8901751007879,GST @0%,50.00,50.00,-1.000,41.67,0.000,POOJA ITEMS,LIA,,,,,
LIA LILIUM AGARBATHIES 130GM,LIA LILIUM AGARBATHI,0,8901751007909,GST @0%,50.00,50.00,0.000,41.67,0.000,POOJA ITEMS,LIA,,,,,
HAJMOLA YOODLEY NIMBOORA SHIKANJI 250ML,HAJMOLA YOODLEY NIMB,0,8901207020445,Tax 5%,30.00,30.00,0.000,24.84,0.000,DRINKS AND BEVERAGES,,,,,,
HAJMOLA YOODLEY GUAVA NO1 250ML,HAJMOLA YOODLEY GUAV,0,8901207020391,Tax 5%,30.00,30.00,0.000,24.84,0.000,DRINKS AND BEVERAGES,,,,,,
SCOTCH BRITE COTTON MOP 3M,SCOTCH BRITE COTTON,0,8901361302937,GST @12%,300.00,300.00,0.000,235.99,0.000,HOUSEHOLD;KITCHEN;BATHROOM,SCOTCH BRITE,HOUSEHOLD ACCESSORIES,,,,
MOTHERS RECIPE MADRAS APPALAM PAPADI 100GM,M.R.MADRAS APPALAM P,1905,8906001052463,GST @0%,45.00,45.00,0.000,40.90,0.000,SNACKS;CHIPS,MOTHERS RECIPE,SNACKS,,,,
CREMICA MAGICREAM STRAWBERRY FLAVOURED SANSWICH BISCUITS 100GM,CRE.STRA.FLA.BIS,3100,8906001380276,GST @18%,10.00,10.00,0.000,7.45,0.000,BISCUITS,CREMICA,CREAM BISCUITS,,,,
MENTOS MARBLELS ORANGE FLAVOURS 14.3GM,MENTOS MARBLELS ORAN,1704930,8901393006032,GST @12%,5.00,5.00,1.000,3.95,0.000,CHOCOLATES;SWEETS AND CANDIES,MENTOS,TOFFEES AND CANDY,,,,
